,State,Year,Estimate!!RACE!!Total population!!Total population,Percent Estimate!!RACE!!Total population!!Total population,Estimate!!RACE!!Total population!!One race,Percent Estimate!!RACE!!Total population!!One race,Estimate!!RACE!!Total population!!Two or more races,Percent Estimate!!RACE!!Total population!!Two or more races,Estimate!!RACE!!Total population!!One race!!White,Percent Estimate!!RACE!!Total population!!One race!!White,Estimate!!RACE!!Total population!!One race!!Black or African American,Percent Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Estimate!!RACE!!Total population!!One race!!Asian,Percent Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!RACE!!Total population!!One race!!Asian!!Asian Indian,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Asian Indian,Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Some other race,Percent Estimate!!RACE!!Total population!!One race!!Some other race,Estimate!!RACE!!Total population!!Two or more races!!White and Black or African American,Percent Estimate!!RACE!!Total population!!Two or more races!!White and Black or African American,Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Percent Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!White,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!White,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Asian,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Some other race,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Total population,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
183,Nebraska,2014,1881503,1881503,1837598,97.7,43905,2.3,1660976,88.3,88620,4.7,17959,1.0,505,0.0,43,0.0,0,0.0,5144,0.3,38892,2.1,6902,0.4,5395,0.3,2433,0.1,1433,0.1,3618,0.2,10271,0.5,8840,0.5,1056,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,30095,1.6,13040,0.7,12092,0.6,7341,0.4,2205,0.1,1881503,1881503,1700619,90.4,107378,5.7,34983,1.9,47903,2.5,2919,0.2,34839,1.9,1881503,1881503,190280,10.1,144858,7.7,4471,0.2,5417,0.3,35534,1.9,1691223,89.9,1513607,80.4,86450,4.6,13298,0.7,38877,2.1,829,0.0,1454,0.1,36708,2.0,1150,0.1,35558,1.9
184,Nevada,2014,2839099,2839099,2713951,95.6,125148,4.4,1931264,68.0,242994,8.6,30503,1.1,1482,0.1,589,0.0,1414,0.0,303,0.0,221841,7.8,12464,0.4,33328,1.2,117614,4.1,10502,0.4,14649,0.5,10962,0.4,22322,0.8,18553,0.7,8092,0.3,3434,0.1,4044,0.1,2983,0.1,268796,9.5,24441,0.9,14423,0.5,33354,1.2,3836,0.1,2839099,2839099,2029269,71.5,283045,10.0,53857,1.9,280878,9.9,38635,1.4,290275,10.2,2839099,2839099,790038,27.8,611592,21.5,22496,0.8,25757,0.9,130193,4.6,2049061,72.2,1457400,51.3,231626,8.2,25142,0.9,217722,7.7,17860,0.6,5175,0.2,94136,3.3,2613,0.1,91523,3.2
185,New Hampshire,2014,1326813,1326813,1299421,97.9,27392,2.1,1239410,93.4,17009,1.3,2339,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,33974,2.6,11298,0.9,6867,0.5,2382,0.2,763,0.1,2108,0.2,2792,0.2,7764,0.6,437,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,6252,0.5,7195,0.5,7542,0.6,5258,0.4,105,0.0,1326813,1326813,1264553,95.3,26510,2.0,11043,0.8,41187,3.1,2171,0.2,10756,0.8,1326813,1326813,42452,3.2,10497,0.8,11530,0.9,1550,0.1,18875,1.4,1284361,96.8,1209818,91.2,15418,1.2,2132,0.2,33689,2.5,437,0.0,1027,0.1,21840,1.6,686,0.1,21154,1.6
186,New Jersey,2014,8938175,8938175,8732267,97.7,205908,2.3,6053656,67.7,1212054,13.6,15270,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,827493,9.3,344166,3.9,158643,1.8,118582,1.3,12155,0.1,107988,1.2,24722,0.3,61237,0.7,2595,0.0,998,0.0,780,0.0,121,0.0,696,0.0,621199,6.9,59159,0.7,17497,0.2,42783,0.5,8642,0.1,8938175,8938175,6211213,69.5,1312644,14.7,54381,0.6,896533,10.0,11251,0.1,674112,7.5,8938175,8938175,1729172,19.3,252206,2.8,468200,5.2,92810,1.0,915956,10.2,7209003,80.7,5059967,56.6,1145128,12.8,9792,0.1,823584,9.2,2294,0.0,36607,0.4,131631,1.5,12081,0.1,119550,1.3
187,New Mexico,2014,2085572,2085572,2022164,97.0,63408,3.0,1525459,73.1,41277,2.0,198450,9.5,823,0.0,545,0.0,116822,5.6,598,0.0,31566,1.5,4077,0.2,8187,0.4,7133,0.3,1553,0.1,2676,0.1,2723,0.1,5217,0.3,592,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,224820,10.8,7115,0.3,13341,0.6,9036,0.4,973,0.0,2085572,2085572,1572325,75.4,53302,2.6,217607,10.4,52720,2.5,1833,0.1,254885,12.2,2085572,2085572,994154,47.7,670535,32.2,10194,0.5,3524,0.2,309901,14.9,1091418,52.3,807748,38.7,38178,1.8,184866,8.9,29579,1.4,369,0.0,4788,0.2,25890,1.2,922,0.0,24968,1.2
188,New York,2014,19746227,19746227,19173809,97.1,572418,2.9,12634312,64.0,3093476,15.7,81512,0.4,5120,0.0,1154,0.0,512,0.0,222,0.0,1613255,8.2,365667,1.9,687747,3.5,113561,0.6,37677,0.2,120935,0.6,26831,0.1,260837,1.3,4574,0.0,1106,0.0,826,0.0,318,0.0,2324,0.0,1746680,8.8,156139,0.8,62515,0.3,104794,0.5,28148,0.1,19746227,19746227,13073577,66.2,3380875,17.1,217940,1.1,1779926,9.0,23803,0.1,1900131,9.6,19746227,19746227,3670289,18.6,494290,2.5,1095858,5.5,69566,0.4,2010575,10.2,16075938,81.4,11122385,56.3,2850956,14.4,47372,0.2,1600915,8.1,3235,0.0,100191,0.5,350884,1.8,33905,0.2,316979,1.6
189,North Carolina,2014,9943964,9943964,9709610,97.6,234354,2.4,6869207,69.1,2154387,21.7,111276,1.1,15949,0.2,310,0.0,574,0.0,817,0.0,246721,2.5,72267,0.7,46095,0.5,23701,0.2,5297,0.1,20116,0.2,27217,0.3,52028,0.5,5768,0.1,964,0.0,1292,0.0,901,0.0,2611,0.0,322251,3.2,89984,0.9,38752,0.4,34446,0.3,11896,0.1,9943964,9943964,7071372,71.1,2284464,23.0,178543,1.8,297715,3.0,13957,0.1,354100,3.6,9943964,9943964,890601,9.0,545340,5.5,89212,0.9,19146,0.2,236903,2.4,9053363,91.0,6359485,64.0,2124971,21.4,105548,1.1,245542,2.5,5185,0.1,22434,0.2,190198,1.9,5414,0.1,184784,1.9
190,North Dakota,2014,739482,739482,722706,97.7,16776,2.3,654375,88.5,14910,2.0,39669,5.4,667,0.1,14684,2.0,349,0.0,10857,1.5,8899,1.2,1731,0.2,1613,0.2,1042,0.1,319,0.0,1008,0.1,287,0.0,2899,0.4,173,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,4680,0.6,1576,0.2,10050,1.4,2087,0.3,649,0.1,739482,739482,669224,90.5,18357,2.5,51139,6.9,11914,1.6,978,0.1,5691,0.8,739482,739482,20618,2.8,14083,1.9,1584,0.2,273,0.0,4678,0.6,718864,97.2,641678,86.8,14834,2.0,39122,5.3,8784,1.2,88,0.0,251,0.0,14107,1.9,274,0.0,13833,1.9
191,Ohio,2014,11594163,11594163,11296288,97.4,297875,2.6,9522264,82.1,1419214,12.2,22761,0.2,5034,0.0,784,0.0,221,0.0,904,0.0,225438,1.9,74678,0.6,55819,0.5,14965,0.1,11134,0.1,14240,0.1,14698,0.1,39904,0.3,3223,0.0,1123,0.0,199,0.0,290,0.0,1611,0.0,103388,0.9,144160,1.2,46826,0.4,42016,0.4,9460,0.1,11594163,11594163,9796575,84.5,1596867,13.8,95887,0.8,280265,2.4,10172,0.1,134957,1.2,11594163,11594163,398706,3.4,190835,1.6,108174,0.9,8544,0.1,91153,0.8,11195457,96.6,9277608,80.0,1402190,12.1,16856,0.1,223984,1.9,3026,0.0,14657,0.1,257136,2.2,6878,0.1,250258,2.2
192,Oklahoma,2014,3878051,3878051,3580103,92.3,297948,7.7,2827481,72.9,287254,7.4,289732,7.5,112240,2.9,40,0.0,902,0.0,1362,0.0,76654,2.0,12047,0.3,10165,0.3,6645,0.2,2571,0.1,3591,0.1,22623,0.6,19012,0.5,4995,0.1,1443,0.0,1343,0.0,330,0.0,1879,0.0,93987,2.4,32047,0.8,198859,5.1,14996,0.4,18511,0.5,3878051,3878051,3098252,79.9,351334,9.1,523396,13.5,97472,2.5,7687,0.2,111742,2.9,3878051,3878051,378879,9.8,311779,8.0,16815,0.4,3430,0.1,46855,1.2,3499172,90.2,2597146,67.0,281252,7.3,276829,7.1,75854,2.0,4436,0.1,1856,0.0,261799,6.8,1776,0.0,260023,6.7
193,Oregon,2014,3970239,3970239,3791559,95.5,178680,4.5,3358250,84.6,71042,1.8,46761,1.2,3949,0.1,2152,0.1,478,0.0,1247,0.0,159891,4.0,20115,0.5,36349,0.9,17560,0.4,12958,0.3,14519,0.4,28312,0.7,30078,0.8,14113,0.4,4092,0.1,1599,0.0,1341,0.0,7081,0.2,141502,3.6,24628,0.6,63232,1.6,39953,1.0,2549,0.1,3970239,3970239,3517452,88.6,107034,2.7,126944,3.2,218533,5.5,32537,0.8,162947,4.1,3970239,3970239,496791,12.5,430338,10.8,9776,0.2,3835,0.1,52842,1.3,3473448,87.5,3052407,76.9,68775,1.7,35628,0.9,157528,4.0,13483,0.3,5872,0.1,139755,3.5,1997,0.1,137758,3.5
194,Pennsylvania,2014,12787209,12787209,12498052,97.7,289157,2.3,10408847,81.4,1416865,11.1,27367,0.2,3873,0.0,610,0.0,336,0.0,687,0.0,399285,3.1,114720,0.9,104241,0.8,23196,0.2,8464,0.1,43050,0.3,42141,0.3,63473,0.5,4197,0.0,778,0.0,828,0.0,598,0.0,1993,0.0,241491,1.9,116262,0.9,47833,0.4,44290,0.3,12064,0.1,12787209,12787209,10661042,83.4,1580003,12.4,107010,0.8,461541,3.6,14191,0.1,278661,2.2,12787209,12787209,837487,6.5,151830,1.2,423755,3.3,22325,0.2,239577,1.9,11949722,93.5,9937668,77.7,1359575,10.6,16827,0.1,396372,3.1,2989,0.0,23044,0.2,213247,1.7,7423,0.1,205824,1.6
195,Rhode Island,2014,1055173,1055173,1027838,97.4,27335,2.6,858236,81.3,70600,6.7,5579,0.5,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,35676,3.4,4379,0.4,8948,0.8,2799,0.3,901,0.1,2394,0.2,2892,0.3,13363,1.3,385,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,57362,5.4,7260,0.7,2818,0.3,4716,0.4,2197,0.2,1055173,1055173,878104,83.2,84428,8.0,12596,1.2,42499,4.0,1357,0.1,65520,6.2,1055173,1055173,148096,14.0,11850,1.1,37876,3.6,1793,0.2,96577,9.2,907077,86.0,781398,74.1,58095,5.5,4386,0.4,34934,3.3,385,0.0,6084,0.6,21795,2.1,4329,0.4,17466,1.7
196,South Carolina,2014,4832482,4832482,4730125,97.9,102357,2.1,3254145,67.3,1320373,27.3,14155,0.3,3517,0.1,288,0.0,23,0.0,189,0.0,68976,1.4,18585,0.4,15824,0.3,9476,0.2,2181,0.0,6070,0.1,5370,0.1,11470,0.2,2959,0.1,670,0.0,346,0.0,278,0.0,1665,0.0,69517,1.4,44729,0.9,18568,0.4,12856,0.3,8093,0.2,4832482,4832482,3342896,69.2,1381957,28.6,46364,1.0,87746,1.8,5979,0.1,77767,1.6,4832482,4832482,257404,5.3,154755,3.2,32188,0.7,6322,0.1,64139,1.3,4575078,94.7,3082187,63.8,1311369,27.1,13607,0.3,68331,1.4,2916,0.1,5476,0.1,91192,1.9,915,0.0,90277,1.9
197,South Dakota,2014,853175,853175,829642,97.2,23533,2.8,724768,84.9,14830,1.7,71811,8.4,154,0.0,719,0.1,344,0.0,61995,7.3,11017,1.3,984,0.1,2196,0.3,2014,0.2,247,0.0,1198,0.1,480,0.1,3898,0.5,442,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,6774,0.8,4277,0.5,13372,1.6,2468,0.3,685,0.1,853175,853175,747070,87.6,20603,2.4,86570,10.1,14278,1.7,1056,0.1,8059,0.9,853175,853175,28719,3.4,20978,2.5,2886,0.3,107,0.0,4748,0.6,824456,96.6,709585,83.2,14260,1.7,67725,7.9,11001,1.3,384,0.0,495,0.1,21006,2.5,335,0.0,20671,2.4
198,Tennessee,2014,6549352,6549352,6411887,97.9,137465,2.1,5084404,77.6,1105318,16.9,17139,0.3,5413,0.1,282,0.0,140,0.0,814,0.0,102508,1.6,21483,0.3,17239,0.3,13531,0.2,5782,0.1,8248,0.1,12511,0.2,23714,0.4,3409,0.1,813,0.0,1533,0.0,867,0.0,196,0.0,99109,1.5,48961,0.7,36811,0.6,19337,0.3,3538,0.1,6549352,6549352,5206947,79.5,1169806,17.9,64346,1.0,131375,2.0,11277,0.2,112954,1.7,6549352,6549352,322339,4.9,200705,3.1,26947,0.4,12352,0.2,82335,1.3,6227013,95.1,4881929,74.5,1098287,16.8,14900,0.2,101866,1.6,3036,0.0,6263,0.1,120732,1.8,2323,0.0,118409,1.8
199,Texas,2014,26956958,26956958,26293245,97.5,663713,2.5,20265860,75.2,3234898,12.0,121708,0.5,15449,0.1,1129,0.0,4215,0.0,2284,0.0,1161951,4.3,326595,1.2,191445,0.7,125855,0.5,18466,0.1,74634,0.3,234045,0.9,190911,0.7,20055,0.1,5954,0.0,4096,0.0,2034,0.0,7971,0.0,1488773,5.5,167000,0.6,138850,0.5,122369,0.5,23219,0.1,26956958,26956958,20837327,77.3,3489082,12.9,321046,1.2,1339741,5.0,47236,0.2,1637026,6.1,26956958,26956958,10408238,38.6,9032310,33.5,177448,0.7,70160,0.3,1128320,4.2,16548720,61.4,11708178,43.4,3150560,11.7,62460,0.2,1151731,4.3,17270,0.1,34121,0.1,424400,1.6,20217,0.1,404183,1.5
200,Utah,2014,2942902,2942902,2864407,97.3,78495,2.7,2568018,87.3,33520,1.1,32874,1.1,952,0.0,205,0.0,18235,0.6,105,0.0,66060,2.2,7711,0.3,14655,0.5,6856,0.2,5402,0.2,4230,0.1,10803,0.4,16403,0.6,25425,0.9,1477,0.1,354,0.0,9502,0.3,14092,0.5,138510,4.7,11585,0.4,14498,0.5,20153,0.7,1074,0.0,2942902,2942902,2638981,89.7,48255,1.6,53278,1.8,92735,3.2,40393,1.4,153682,5.2,2942902,2942902,397100,13.5,296516,10.1,6880,0.2,2404,0.1,91300,3.1,2545802,86.5,2330356,79.2,31816,1.1,30223,1.0,64918,2.2,24808,0.8,5396,0.2,58285,2.0,806,0.0,57479,2.0
201,Vermont,2014,626562,626562,613700,97.9,12862,2.1,591853,94.5,6164,1.0,2513,0.4,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,9933,1.6,2947,0.5,1858,0.3,697,0.1,368,0.1,674,0.1,471,0.1,2918,0.5,365,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,2872,0.5,2119,0.3,6160,1.0,2239,0.4,88,0.0,626562,626562,603784,96.4,9550,1.5,9398,1.5,12620,2.0,1754,0.3,3149,0.5,626562,626562,10775,1.7,3130,0.5,3412,0.5,676,0.1,3557,0.6,615787,98.3,584101,93.2,5899,0.9,2342,0.4,9933,1.6,365,0.1,1351,0.2,11796,1.9,78,0.0,11718,1.9
202,Virginia,2014,8326289,8326289,8052660,96.7,273629,3.3,5739681,68.9,1601449,19.2,21233,0.3,5188,0.1,175,0.0,84,0.0,586,0.0,510871,6.1,132938,1.6,70844,0.9,72077,0.9,13024,0.2,68465,0.8,60202,0.7,93321,1.1,4553,0.1,769,0.0,987,0.0,2290,0.0,507,0.0,174873,2.1,87908,1.1,30265,0.4,74427,0.9,12972,0.2,8326289,8326289,5971372,71.7,1736828,20.9,78758,0.9,612749,7.4,15233,0.2,206907,2.5,8326289,8326289,731971,8.8,160772,1.9,92319,1.1,21399,0.3,457481,5.5,7594318,91.2,5242578,63.0,1572488,18.9,17392,0.2,507648,6.1,4336,0.1,20639,0.2,229237,2.8,7506,0.1,221731,2.7
203,Washington,2014,7061530,7061530,6678557,94.6,382973,5.4,5484997,77.7,251336,3.6,95613,1.4,4569,0.1,2023,0.0,992,0.0,3011,0.0,554101,7.8,90086,1.3,113226,1.6,92800,1.3,35252,0.5,64742,0.9,75216,1.1,82779,1.2,45359,0.6,7102,0.1,9120,0.1,13736,0.2,15401,0.2,247151,3.5,79836,1.1,80688,1.1,106199,1.5,7998,0.1,7061530,7061530,5828890,82.5,371594,5.3,216215,3.1,703753,10.0,77523,1.1,289616,4.1,7061530,7061530,858778,12.2,692492,9.8,35588,0.5,7297,0.1,123401,1.7,6202752,87.8,4960822,70.3,242656,3.4,80907,1.1,550240,7.8,43761,0.6,9989,0.1,314377,4.5,5791,0.1,308586,4.4
204,West Virginia,2014,1850326,1850326,1819573,98.3,30753,1.7,1731464,93.6,68279,3.7,3716,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,11642,0.6,1796,0.1,3917,0.2,2053,0.1,634,0.0,1147,0.1,1327,0.1,768,0.0,300,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,4172,0.2,15652,0.8,5916,0.3,3937,0.2,254,0.0,1850326,1850326,1760520,95.1,86018,4.6,11057,0.6,17283,0.9,1244,0.1,6701,0.4,1850326,1850326,24503,1.3,10250,0.6,4611,0.2,1764,0.1,7878,0.4,1825823,98.7,1713147,92.6,67307,3.6,3364,0.2,11642,0.6,90,0.0,1343,0.1,28930,1.6,1060,0.1,27870,1.5
205,Wisconsin,2014,5757564,5757564,5638190,97.9,119374,2.1,4966282,86.3,363916,6.3,50703,0.9,760,0.0,15971,0.3,374,0.0,157,0.0,150258,2.6,27694,0.5,21961,0.4,9101,0.2,2934,0.1,6767,0.1,6681,0.1,75120,1.3,1384,0.0,761,0.0,330,0.0,133,0.0,160,0.0,105647,1.8,39201,0.7,31447,0.5,19563,0.3,3975,0.1,5757564,5757564,5075794,88.2,415480,7.2,93779,1.6,174987,3.0,4384,0.1,120392,2.1,5757564,5757564,370982,6.4,269007,4.7,59124,1.0,3777,0.1,39074,0.7,5386582,93.6,4731591,82.2,357934,6.2,46200,0.8,149258,2.6,1197,0.0,2751,0.0,97651,1.7,2062,0.0,95589,1.7
206,Wyoming,2014,584153,584153,571259,97.8,12894,2.2,531680,91.0,6320,1.1,15073,2.6,0,0.0,281,0.0,1041,0.2,580,0.1,5541,0.9,149,0.0,1418,0.2,2159,0.4,331,0.1,756,0.1,113,0.0,615,0.1,837,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,11808,2.0,1797,0.3,6284,1.1,1099,0.2,0,0.0,584153,584153,544030,93.1,9256,1.6,22197,3.8,7442,1.3,1625,0.3,13763,2.4,584153,584153,57065,9.8,44593,7.6,1590,0.3,299,0.1,10583,1.8,527088,90.2,490892,84.0,5912,1.0,13331,2.3,5515,0.9,837,0.1,149,0.0,10452,1.8,248,0.0,10204,1.7
207,Puerto Rico,2014,3548397,3548397,3321584,93.6,226813,6.4,2520447,71.0,299398,8.4,10710,0.3,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,8810,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,495,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,481724,13.6,174895,4.9,9718,0.3,527,0.0,1493,0.0,3548397,3548397,2737730,77.2,500692,14.1,41924,1.2,10370,0.3,875,0.0,503344,14.2,3548397,3548397,3514279,99.0,13925,0.4,3404122,95.9,15043,0.4,81189,2.3,34118,1.0,23709,0.7,3388,0.1,0,0.0,2691,0.1,118,0.0,1702,0.0,2510,0.1,0,0.0,2510,0.1
