,State,Year,Estimate!!RACE!!Total population!!Total population,Percent Estimate!!RACE!!Total population!!Total population,Estimate!!RACE!!Total population!!One race,Percent Estimate!!RACE!!Total population!!One race,Estimate!!RACE!!Total population!!Two or more races,Percent Estimate!!RACE!!Total population!!Two or more races,Estimate!!RACE!!Total population!!One race!!White,Percent Estimate!!RACE!!Total population!!One race!!White,Estimate!!RACE!!Total population!!One race!!Black or African American,Percent Estimate!!RACE!!Total population!!One race!!Black or African American,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Percent Estimate!!RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,Estimate!!RACE!!Total population!!One race!!Asian,Percent Estimate!!RACE!!Total population!!One race!!Asian,Estimate!!RACE!!Total population!!One race!!Asian!!Asian Indian,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Asian Indian,Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Chinese,Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Filipino,Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Japanese,Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Korean,Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Vietnamese,Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Percent Estimate!!RACE!!Total population!!One race!!Asian!!Other Asian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Percent Estimate!!RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,Estimate!!RACE!!Total population!!One race!!Some other race,Percent Estimate!!RACE!!Total population!!One race!!Some other race,Estimate!!RACE!!Total population!!Two or more races!!White and Black or African American,Percent Estimate!!RACE!!Total population!!Two or more races!!White and Black or African American,Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Percent Estimate!!RACE!!Total population!!Two or more races!!White and Asian,Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!White,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!White,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Asian,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Some other race,Percent Estimate!!RACE!!Total population!!Race alone or in combination with one or more other races!!Total population!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Total population,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Total population,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Percent Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races"
64,Idaho,2012,1595728,1595728,1556204,97.5,39524,2.5,1458371,91.4,8759,0.5,20764,1.3,1380,0.1,529,0.0,767,0.0,146,0.0,20613,1.3,1439,0.1,4194,0.3,4117,0.3,2904,0.2,2108,0.1,2111,0.1,3740,0.2,1686,0.1,201,0.0,489,0.0,330,0.0,666,0.0,46011,2.9,4904,0.3,14555,0.9,10602,0.7,332,0.0,1595728,1595728,1496131,93.8,15302,1.0,38403,2.4,34275,2.1,4464,0.3,49831,3.1,1595728,1595728,185159,11.6,155304,9.7,2749,0.2,150,0.0,26956,1.7,1410569,88.4,1330942,83.4,8263,0.5,17157,1.1,18757,1.2,1686,0.1,1917,0.1,31847,2.0,497,0.0,31350,2.0
65,Illinois,2012,12875255,12875255,12592420,97.8,282835,2.2,9358637,72.7,1853436,14.4,26814,0.2,2108,0.0,838,0.0,511,0.0,1276,0.0,617924,4.8,204068,1.6,114058,0.9,109649,0.9,18929,0.1,61734,0.5,25826,0.2,83660,0.6,4231,0.0,556,0.0,1124,0.0,119,0.0,2432,0.0,731378,5.7,94946,0.7,38325,0.3,56539,0.4,9469,0.1,12875255,12875255,9597951,74.5,1984983,15.4,86421,0.7,699155,5.4,13348,0.1,791920,6.2,12875255,12875255,2100008,16.3,1672997,13.0,199211,1.5,25518,0.2,202282,1.6,10775247,83.7,8093687,62.9,1825624,14.2,12917,0.1,612771,4.8,3484,0.0,16159,0.1,210605,1.6,10869,0.1,199736,1.6
66,Indiana,2012,6537334,6537334,6395519,97.8,141815,2.2,5513003,84.3,598171,9.2,16295,0.2,2817,0.0,1295,0.0,66,0.0,873,0.0,107736,1.6,24640,0.4,29799,0.5,10021,0.2,4348,0.1,11485,0.2,7960,0.1,19483,0.3,2824,0.0,634,0.0,1257,0.0,434,0.0,499,0.0,157490,2.4,58686,0.9,26761,0.4,22376,0.3,5923,0.1,6537334,6537334,5640105,86.3,671172,10.3,55248,0.8,136287,2.1,5107,0.1,177190,2.7,6537334,6537334,408900,6.3,312833,4.8,31081,0.5,3495,0.1,61491,0.9,6128434,93.7,5289249,80.9,590436,9.0,12462,0.2,107176,1.6,1722,0.0,9667,0.1,117722,1.8,3244,0.0,114478,1.8
67,Iowa,2012,3074186,3074186,3014209,98.0,59977,2.0,2817947,91.7,91660,3.0,8153,0.3,582,0.0,146,0.0,0,0.0,1096,0.0,56519,1.8,12153,0.4,11401,0.4,3907,0.1,1069,0.0,3212,0.1,9462,0.3,15315,0.5,2260,0.1,737,0.0,179,0.0,25,0.0,1319,0.0,37670,1.2,24050,0.8,15765,0.5,9031,0.3,687,0.0,3074186,3074186,2875961,93.6,119717,3.9,27355,0.9,67528,2.2,3311,0.1,44080,1.4,3074186,3074186,160644,5.2,128163,4.2,6176,0.2,2674,0.1,23631,0.8,2913542,94.8,2705704,88.0,89449,2.9,6729,0.2,56038,1.8,2189,0.1,3064,0.1,50369,1.6,1176,0.0,49193,1.6
68,Kansas,2012,2885905,2885905,2794412,96.8,91493,3.2,2468884,85.5,167414,5.8,26087,0.9,5650,0.2,97,0.0,1491,0.1,1103,0.0,71821,2.5,12287,0.4,13201,0.5,5210,0.2,2161,0.1,6482,0.2,15714,0.5,16766,0.6,2263,0.1,459,0.0,656,0.0,221,0.0,927,0.0,57943,2.0,30641,1.1,25823,0.9,11370,0.4,3651,0.1,2885905,2885905,2549961,88.4,209891,7.3,61444,2.1,89447,3.1,5456,0.2,68754,2.4,2885905,2885905,315776,10.9,275317,9.5,10309,0.4,2864,0.1,27286,0.9,2570129,89.1,2234826,77.4,162574,5.6,22793,0.8,71374,2.5,2155,0.1,1204,0.0,75203,2.6,1416,0.0,73787,2.6
69,Kentucky,2012,4380415,4380415,4293204,98.0,87211,2.0,3844617,87.8,344584,7.9,8141,0.2,2919,0.1,491,0.0,495,0.0,161,0.0,55397,1.3,11731,0.3,12716,0.3,4919,0.1,4162,0.1,4300,0.1,7195,0.2,10374,0.2,2149,0.0,775,0.0,277,0.0,532,0.0,565,0.0,38316,0.9,38782,0.9,19063,0.4,10733,0.2,3029,0.1,4380415,4380415,3925032,89.6,393202,9.0,34011,0.8,69351,1.6,4276,0.1,47697,1.1,4380415,4380415,134035,3.1,78134,1.8,13535,0.3,11651,0.3,30715,0.7,4246380,96.9,3760302,85.8,340056,7.8,6965,0.2,55143,1.3,2149,0.0,4783,0.1,76982,1.8,1374,0.0,75608,1.7
70,Louisiana,2012,4601893,4601893,4523418,98.3,78475,1.7,2891506,62.8,1483239,32.2,25551,0.6,3124,0.1,0,0.0,271,0.0,255,0.0,72216,1.6,6729,0.1,13010,0.3,5793,0.1,1009,0.0,4556,0.1,34078,0.7,7041,0.2,2209,0.0,494,0.0,134,0.0,664,0.0,917,0.0,48697,1.1,26067,0.6,20528,0.4,7886,0.2,4884,0.1,4601893,4601893,2957695,64.3,1523992,33.1,57677,1.3,87555,1.9,6036,0.1,56964,1.2,4601893,4601893,207636,4.5,80185,1.7,14610,0.3,10738,0.2,102103,2.2,4394257,95.5,2748748,59.7,1472115,32.0,22089,0.5,71648,1.6,2209,0.0,10375,0.2,67073,1.5,2619,0.1,64454,1.4
71,Maine,2012,1329192,1329192,1303087,98.0,26105,2.0,1264328,95.1,13614,1.0,8066,0.6,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,14414,1.1,789,0.1,2676,0.2,1356,0.1,766,0.1,995,0.1,3893,0.3,3939,0.3,156,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,2509,0.2,6044,0.5,12660,1.0,3957,0.3,385,0.0,1329192,1329192,1289000,97.0,21612,1.6,22354,1.7,19462,1.5,578,0.0,3814,0.3,1329192,1329192,18451,1.4,5866,0.4,5583,0.4,679,0.1,6323,0.5,1310741,98.6,1250688,94.1,13316,1.0,7462,0.6,14396,1.1,127,0.0,453,0.0,24299,1.8,763,0.1,23536,1.8
72,Maryland,2012,5884563,5884563,5700940,96.9,183623,3.1,3417690,58.1,1720936,29.2,17171,0.3,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,339527,5.8,80360,1.4,79471,1.4,50187,0.9,5208,0.1,44184,0.8,28313,0.5,51804,0.9,2637,0.0,637,0.0,865,0.0,338,0.0,797,0.0,202979,3.4,63347,1.1,21746,0.4,36246,0.6,10445,0.2,5884563,5884563,3565747,60.6,1821060,30.9,62415,1.1,397531,6.8,10537,0.2,227680,3.9,5884563,5884563,510448,8.7,99954,1.7,42068,0.7,12320,0.2,356106,6.1,5374115,91.3,3166263,53.8,1696151,28.8,12471,0.2,337959,5.7,2324,0.0,10096,0.2,148851,2.5,5356,0.1,143495,2.4
73,Massachusetts,2012,6646144,6646144,6462357,97.2,183787,2.8,5323896,80.1,473527,7.1,13230,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,381262,5.7,81789,1.2,139573,2.1,10637,0.2,9804,0.1,25718,0.4,47742,0.7,65999,1.0,900,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,269542,4.1,74696,1.1,20122,0.3,33186,0.5,3551,0.1,6646144,6646144,5482773,82.5,574269,8.6,46796,0.7,425516,6.4,5770,0.1,307931,4.6,6646144,6646144,673885,10.1,40973,0.6,282795,4.3,12758,0.2,337359,5.1,5972259,89.9,5003798,75.3,425654,6.4,7210,0.1,378962,5.7,850,0.0,37684,0.6,118101,1.8,16324,0.2,101777,1.5
74,Michigan,2012,9883360,9883360,9629016,97.4,254344,2.6,7840426,79.3,1388360,14.0,56356,0.6,2650,0.0,23433,0.2,23,0.0,432,0.0,248093,2.5,89467,0.9,45608,0.5,22868,0.2,10799,0.1,21651,0.2,14930,0.2,42770,0.4,1829,0.0,924,0.0,547,0.0,238,0.0,120,0.0,93952,1.0,87840,0.9,56965,0.6,44897,0.5,12762,0.1,9883360,9883360,8064202,81.6,1512368,15.3,140910,1.4,306423,3.1,8783,0.1,121991,1.2,9883360,9883360,454918,4.6,337484,3.4,42732,0.4,9866,0.1,64836,0.7,9428442,95.4,7523647,76.1,1375814,13.9,49914,0.5,247148,2.5,1612,0.0,11165,0.1,219142,2.2,8375,0.1,210767,2.1
75,Minnesota,2012,5379139,5379139,5242690,97.5,136449,2.5,4596694,85.5,287165,5.3,56230,1.0,309,0.0,33716,0.6,123,0.0,5551,0.1,226902,4.2,38908,0.7,28350,0.5,9355,0.2,3937,0.1,15734,0.3,24425,0.5,106193,2.0,2336,0.0,326,0.0,558,0.0,316,0.0,1136,0.0,73363,1.4,44997,0.8,32693,0.6,29490,0.5,4528,0.1,5379139,5379139,4721186,87.8,346566,6.4,101612,1.9,262496,4.9,8073,0.2,85519,1.6,5379139,5379139,264025,4.9,189632,3.5,11023,0.2,3519,0.1,59851,1.1,5115114,95.1,4424944,82.3,282628,5.3,53113,1.0,225697,4.2,2276,0.0,4827,0.1,121629,2.3,3706,0.1,117923,2.2
76,Mississippi,2012,2984926,2984926,2952074,98.9,32852,1.1,1768736,59.3,1123620,37.6,12591,0.4,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,23923,0.8,4689,0.2,6508,0.2,2938,0.1,2120,0.1,1839,0.1,4117,0.1,1712,0.1,399,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,22805,0.8,13329,0.4,7157,0.2,5382,0.2,1224,0.0,2984926,2984926,1798463,60.3,1141689,38.2,23273,0.8,31294,1.0,1190,0.0,24593,0.8,2984926,2984926,80121,2.7,48914,1.6,9554,0.3,2867,0.1,18786,0.6,2904805,97.3,1717214,57.5,1119168,37.5,11840,0.4,23816,0.8,399,0.0,2951,0.1,29417,1.0,605,0.0,28812,1.0
77,Missouri,2012,6021988,6021988,5879162,97.6,142826,2.4,4981999,82.7,691631,11.5,28000,0.5,9541,0.2,1220,0.0,433,0.0,417,0.0,102180,1.7,21261,0.4,26894,0.4,12251,0.2,2646,0.0,10087,0.2,15321,0.3,13720,0.2,4480,0.1,1202,0.0,398,0.0,1338,0.0,1542,0.0,70872,1.2,46631,0.8,40778,0.7,19479,0.3,9397,0.2,6021988,6021988,5107852,84.8,756167,12.6,84547,1.4,129258,2.1,8780,0.1,85869,1.4,6021988,6021988,221519,3.7,157158,2.6,12904,0.2,4988,0.1,46469,0.8,5800469,96.3,4848758,80.5,685914,11.4,24778,0.4,101081,1.7,4480,0.1,10174,0.2,125284,2.1,3510,0.1,121774,2.0
78,Montana,2012,1005141,1005141,979371,97.4,25770,2.6,896467,89.2,3605,0.4,65148,6.5,181,0.0,2890,0.3,342,0.0,4848,0.5,6442,0.6,591,0.1,2019,0.2,891,0.1,930,0.1,1085,0.1,116,0.0,810,0.1,1183,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,6526,0.6,3173,0.3,14183,1.4,3789,0.4,709,0.1,1005141,1005141,921097,91.6,8444,0.8,81218,8.1,11394,1.1,2501,0.2,8047,0.8,1005141,1005141,31465,3.1,20836,2.1,1679,0.2,431,0.0,8519,0.8,973676,96.9,876782,87.2,3489,0.3,62422,6.2,6423,0.6,1140,0.1,453,0.0,22967,2.3,151,0.0,22816,2.3
79,Nebraska,2012,1855525,1855525,1816904,97.9,38621,2.1,1634952,88.1,85483,4.6,15818,0.9,680,0.0,50,0.0,379,0.0,4354,0.2,36670,2.0,6113,0.3,5947,0.3,2037,0.1,1194,0.1,2267,0.1,10274,0.6,8838,0.5,1227,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,42754,2.3,13176,0.7,10097,0.5,6869,0.4,454,0.0,1855525,1855525,1671127,90.1,102907,5.5,29141,1.6,45562,2.5,3366,0.2,46907,2.5,1855525,1855525,178884,9.6,141913,7.6,4393,0.2,3270,0.2,29308,1.6,1676641,90.4,1509066,81.3,82713,4.5,13662,0.7,36372,2.0,1149,0.1,1689,0.1,31990,1.7,663,0.0,31327,1.7
80,Nevada,2012,2758931,2758931,2644483,95.9,114448,4.1,1922203,69.7,227696,8.3,31415,1.1,734,0.0,996,0.0,2194,0.1,736,0.0,207736,7.5,12174,0.4,31846,1.2,111867,4.1,8766,0.3,12230,0.4,10873,0.4,19980,0.7,18441,0.7,7159,0.3,4327,0.2,3493,0.1,3462,0.1,236992,8.6,22906,0.8,13149,0.5,29476,1.1,3648,0.1,2758931,2758931,2014131,73.0,267298,9.7,54843,2.0,257625,9.3,33164,1.2,258059,9.4,2758931,2758931,752051,27.3,569798,20.7,24385,0.9,24417,0.9,133451,4.8,2006880,72.7,1455200,52.7,219044,7.9,25345,0.9,204076,7.4,17951,0.7,3909,0.1,81355,2.9,2470,0.1,78885,2.9
81,New Hampshire,2012,1320718,1320718,1296502,98.2,24216,1.8,1241905,94.0,16515,1.3,2321,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,29743,2.3,8208,0.6,7632,0.6,1590,0.1,751,0.1,3035,0.2,2245,0.2,6282,0.5,191,0.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,5827,0.4,5610,0.4,7061,0.5,5198,0.4,313,0.0,1320718,1320718,1264533,95.7,24691,1.9,12042,0.9,36463,2.8,1477,0.1,8654,0.7,1320718,1320718,40138,3.0,11695,0.9,11589,0.9,2010,0.2,14844,1.1,1280580,97.0,1212389,91.8,14610,1.1,2179,0.2,29604,2.2,191,0.0,1645,0.1,19962,1.5,409,0.0,19553,1.5
82,New Jersey,2012,8864590,8864590,8641786,97.5,222804,2.5,6111675,68.9,1207688,13.6,21574,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,775176,8.7,313414,3.5,136228,1.5,114700,1.3,15872,0.2,97923,1.1,24368,0.3,72671,0.8,2606,0.0,224,0.0,364,0.0,80,0.0,1938,0.0,523067,5.9,64565,0.7,16554,0.2,43978,0.5,10120,0.1,8864590,8864590,6283790,70.9,1317691,14.9,63266,0.7,844163,9.5,11045,0.1,586151,6.6,8864590,8864590,1641399,18.5,222329,2.5,448481,5.1,90499,1.0,880090,9.9,7223191,81.5,5134994,57.9,1127146,12.7,11535,0.1,769054,8.7,2283,0.0,41595,0.5,136584,1.5,13015,0.1,123569,1.4
83,New Mexico,2012,2085538,2085538,2019839,96.8,65699,3.2,1499853,71.9,42843,2.1,192903,9.2,1879,0.1,849,0.0,114213,5.5,597,0.0,27714,1.3,3161,0.2,9029,0.4,5786,0.3,1894,0.1,1298,0.1,4694,0.2,1852,0.1,1431,0.1,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,255095,12.2,9835,0.5,15791,0.8,7849,0.4,1534,0.1,2085538,2085538,1554528,74.5,58675,2.8,216225,10.4,40075,1.9,3555,0.2,281436,13.5,2085538,2085538,979724,47.0,614620,29.5,6703,0.3,3834,0.2,354567,17.0,1105814,53.0,827066,39.7,37796,1.8,180977,8.7,26846,1.3,1009,0.0,3913,0.2,28207,1.4,1771,0.1,26436,1.3
84,New York,2012,19570261,19570261,19037249,97.3,533012,2.7,12767396,65.2,3046610,15.6,73392,0.4,2923,0.0,278,0.0,42,0.0,471,0.0,1498346,7.7,335793,1.7,627375,3.2,104432,0.5,38365,0.2,135092,0.7,27759,0.1,229530,1.2,7456,0.0,1656,0.0,731,0.0,1389,0.0,3680,0.0,1644049,8.4,135284,0.7,55287,0.3,90710,0.5,20499,0.1,19570261,19570261,13165776,67.3,3301075,16.9,187058,1.0,1654819,8.5,26086,0.1,1814293,9.3,19570261,19570261,3553686,18.2,465919,2.4,1094440,5.6,73654,0.4,1919673,9.8,16016575,81.8,11227534,57.4,2820905,14.4,44447,0.2,1487288,7.6,7049,0.0,103439,0.5,325913,1.7,40789,0.2,285124,1.5
85,North Carolina,2012,9752073,9752073,9527863,97.7,224210,2.3,6817441,69.9,2107908,21.6,113280,1.2,14586,0.1,854,0.0,203,0.0,723,0.0,227727,2.3,60582,0.6,40250,0.4,21928,0.2,5509,0.1,19929,0.2,31252,0.3,48277,0.5,5568,0.1,2246,0.0,400,0.0,402,0.0,2520,0.0,255939,2.6,79964,0.8,39366,0.4,28312,0.3,16118,0.2,9752073,9752073,7003714,71.8,2233164,22.9,186442,1.9,271751,2.8,12036,0.1,288699,3.0,9752073,9752073,844896,8.7,536568,5.5,75741,0.8,25290,0.3,207297,2.1,8907177,91.3,6292533,64.5,2075668,21.3,103792,1.1,225603,2.3,5465,0.1,19220,0.2,184896,1.9,6898,0.1,177998,1.8
86,North Dakota,2012,699628,699628,685538,98.0,14090,2.0,626192,89.5,10202,1.5,37301,5.3,385,0.1,16112,2.3,168,0.0,10871,1.6,6737,1.0,1369,0.2,2329,0.3,668,0.1,514,0.1,222,0.0,1099,0.2,536,0.1,1190,0.2,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,3916,0.6,3102,0.4,6604,0.9,1947,0.3,449,0.1,699628,699628,639536,91.4,13977,2.0,44470,6.4,8900,1.3,1649,0.2,5406,0.8,699628,699628,16672,2.4,11530,1.6,1070,0.2,317,0.0,3755,0.5,682956,97.6,616194,88.1,10066,1.4,36404,5.2,6737,1.0,1190,0.2,146,0.0,12219,1.7,83,0.0,12136,1.7
87,Ohio,2012,11544225,11544225,11278251,97.7,265974,2.3,9547022,82.7,1413110,12.2,21692,0.2,5586,0.0,963,0.0,651,0.0,1144,0.0,200878,1.7,64339,0.6,49129,0.4,15574,0.1,9177,0.1,15316,0.1,14659,0.1,32684,0.3,4101,0.0,2194,0.0,355,0.0,209,0.0,1343,0.0,91448,0.8,119330,1.0,44782,0.4,35036,0.3,11226,0.1,11544225,11544225,9786393,84.8,1571492,13.6,95344,0.8,250368,2.2,11908,0.1,117124,1.0,11544225,11544225,374276,3.2,183549,1.6,104543,0.9,8830,0.1,77354,0.7,11169949,96.8,9309291,80.6,1391987,12.1,17615,0.2,199187,1.7,3722,0.0,14870,0.1,233277,2.0,5440,0.0,227837,2.0
88,Oklahoma,2012,3814820,3814820,3520320,92.3,294500,7.7,2805612,73.5,272820,7.2,278028,7.3,105473,2.8,505,0.0,1224,0.0,881,0.0,70527,1.8,12685,0.3,10026,0.3,5215,0.1,2612,0.1,8154,0.2,17185,0.5,14650,0.4,3925,0.1,972,0.0,217,0.0,644,0.0,2092,0.1,89408,2.3,32431,0.9,199457,5.2,12093,0.3,20655,0.5,3814820,3814820,3071749,80.5,339190,8.9,511353,13.4,88846,2.3,7934,0.2,103624,2.7,3814820,3814820,356299,9.3,295169,7.7,12497,0.3,2561,0.1,46072,1.2,3458521,90.7,2585779,67.8,269430,7.1,268571,7.0,70326,1.8,3792,0.1,3337,0.1,257286,6.7,1385,0.0,255901,6.7
